#,name,address,city,phone,email,website,category
215,Nhà Máy Xi Măng La Hiên,"Thôn La Hiên,H. Võ Nhai, ",Thái Nguyên,(0208) 3829154                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
216,Ngũ Hành Sơn - Công Ty Cổ Phần Xi Măng Ngũ Hành Sơn,"Khu Công Nghiệp Liên Chiểu, 67 Nguyễn Văn Cừ, Q. Liên Chiểu, ",Tp. Đà Nẵng,(0236) 3772003                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
217,Công Ty Holcim Việt Nam Liên Doanh Xi Măng,"Tầng4, Cao ốc Văn Phòng Sài Gòn Riverside, 2A-4A Tôn Đức Thắng, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38244101                                ,info-vnm@holcim.com                               ,http://www.holcim.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
218,Doanh Nghiệp Tư Nhân Tú Tú,"Tổ 1,ấp Bến Đò 1, X. Tân Phú Trung, H. Củ Chi, ",Tp. Hồ Chí Minh (TPHCM),(028) 38922065                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
219,Mai Long Phước - Chi Nhánh Công Ty TNHH Mai Long Phước,"Khu 6, P. Phú Thọ, TX. Thủ Dầu Một, ",Bình Dương,(0274) 3812613                                 ,mailongphuoc@gmail.com                            ,,Xi Măng - Sản Xuất và Kinh Doanh
220,Hải Vân - Công Ty Cổ Phần Xi Măng Hải Vân,"65 Nguyễn Văn Cừ, Q. Liên Chiểu, ",Tp. Đà Nẵng,(0236) 3842502                                 ,info@haivancement.vn                              ,,Xi Măng - Sản Xuất và Kinh Doanh
221,Công Ty Xi Măng Gia Lai,"P. Yên Thế, Tp. Plây Cu, ",Gia Lai,(0269) 3825205                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
222,Công Ty Holcim Việt Nam Liên Doanh Xi Măng-Vpgd,"Khóm Đông Thạnh,Quốc Lộ 91, P. Mỹ Thạnh, Tp. Long Xuyên, ",An Giang,(0296) 3835878                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
223,Cửa Hàng Huyền Trân,"108 ấp Bàu Tre, X. Tân An Hội, H. Củ Chi, ",Tp. Hồ Chí Minh (TPHCM),(028) 38920841                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
224,Công Ty Xi Măng Chinfon Hải Phòng,"Tràng Kênh, P. Minh Đức, H. Thủy Nguyên, ",Tp. Hải Phòng,(0225) 3875480                                 ,chc@hn.vnn.vn                                     ,,Xi Măng - Sản Xuất và Kinh Doanh
225,Xí Nghiệp Xi Măng Lâm Nghiệp,"Tân Xuân, P. Bố Hạ, H. Yên Thế, ",Bắc Giang,(0204) 3877322                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
226,Công Ty TNHH Xây Dựng Tuấn Phát,"58 Trần Quốc Toản, Q. Hoàn Kiếm, ",Hà Nội,0989879694                              ,quangtuanxd36@gmail.com                           ,,Xi Măng - Sản Xuất và Kinh Doanh
227,Công Ty Cổ Phần Thạch Cao Xi Măng,"24 Hà Nội, Tp. Huế, ",Thừa Thiên Huế,(0234) 3825432                                 ,contact@thachcaoximang.com.vn                     ,http://www.thachcaoximang.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
228,Công Ty CP Hồng Hà Sài Gòn,"100 Đường D2, P. Tăng Nhơn Phú, Q. 9, ",Tp. Hồ Chí Minh (TPHCM),(028) 38481999                                ,betongvietnam.vnc@gmail.com                       ,http://honghasaigon.com,Xi Măng - Sản Xuất và Kinh Doanh
229,Công Ty Hà Giang Xi Măng,"Tổ 11,X. Ngọc Dương, ",Hà Giang,(0219) 3866802                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
230,Văn Phòng Đại Diện - Công Ty Holcim,,Hà Nội,(024) 39344990                                ,hmac@hn.vnn.vn                                    ,,Xi Măng - Sản Xuất và Kinh Doanh
231,Nhà Máy Cao Bằng Xi Măng,"Km 6 Đông Khê, X. Duyệt Chung, ",Cao Bằng,(0206) 3852010                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
232,An Khang - Công Ty TNHH An Khang,"E25/2 ấp Hiệp Hòa,Quốc Lộ 22B, X. Hiệp Tân, H. Hòa Thành, ",Tây Ninh,(0276) 3827322                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
233,Cửa Hàng Vật Liệu Xây Dựng 271,"271 Đường 41, P. 16, Q. 8, ",Tp. Hồ Chí Minh (TPHCM),(028) 54320975                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
234,Cửa Hàng Huyền Trân,"108 ấp Bàu Tre, X. Tân An Hội, H. Củ Chi, ",Tp. Hồ Chí Minh (TPHCM),(028) 38920841                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
235,Công Ty Xi Măng 18,"X. Đồng Phong, H. Nho Quan, ",Ninh Bình,(0229) 3866062                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
236,Huy Thắng - Chi Nhánh Công Ty Cổ Phần Huy Thắng,"28A Nguyễn Thái Bình, P. Tân Thành, Q. Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),(028) 22152374                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
237,Thành An - Chi Nhánh Công Ty TNHH Thương Mại Thành An,"51 Tô Hiệu, Q. Cầu Giấy, ",Hà Nội,(024) 37567319                                ,thanhan_tac@email.vnn.vn                          ,http://www.thanhan.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
238,Việt Trung - Công Ty Cổ Phần Xi Măng Việt Trung,"X. Thanh Hải, H. Thanh Liêm, ",Hà Nam,(0226) 3888005                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
239,Công Ty Holcim Việt Nam Liên Doanh Xi Măng-Vpgd,"Khóm Đông Thạnh,Quốc Lộ 91, P. Mỹ Thạnh, Tp. Long Xuyên, ",An Giang,(0296) 3835878                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
240,Công Ty Xi Măng Phúc Sơn,"Thị Trấn Phú Thư, Kinh Môn ",Hải Dương,(0220) 3824812                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
241,Duyên Linh - Công Ty Cổ Phần Xi Măng Duyên Linh,"X. Duy Tân, H. Kinh Môn, ",Hải Dương,(0220) 3824900                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
242,Công Ty Xi Măng Hà Tiên 2-Cn Đồng Tháp,"Mỹ Thọ, Tp. Cao Lãnh, ",Đồng Tháp,(0277) 3822244                                 ,ho-chanh@yahoo.com                                ,,Xi Măng - Sản Xuất và Kinh Doanh
243,Ngũ Hành Sơn - Công Ty Cổ Phần Xi Măng Ngũ Hành Sơn,"Khu Công Nghiệp Liên Chiểu, 67 Nguyễn Văn Cừ, Q. Liên Chiểu, ",Tp. Đà Nẵng,(0236) 3772003                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
244,Yên Bái - Công Ty Cổ Phần Xi Măng Yên Bái,"TT. Yên Bình, H. Yên Bình, ",Yên Bái,(0216) 3885154                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
245,Doanh Nghiệp Tư Nhân Phượng Trần Thương Mại & Vận Tải,"10D Trường Chinh, P. 12, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38440259                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
246,Hiếu Trung - Công Ty TNHH Hiếu Trung,"C6 Đỗ Xuân Hợp, P. Phước Long B, Q. 6, ",Tp. Hồ Chí Minh (TPHCM),(028) 37281674                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
247,Chi Nhánh - Công Ty Hoàng Thạch Xi Măng,"286 Nguyễn Tất Thành, P. 13, Q. 4, ",Tp. Hồ Chí Minh (TPHCM),(028) 39404758                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
248,Công Ty TNHH Thương Mại Đầu Tư Thanh Long,"54 Ngõ 8 Tổ 31,Trung Phụng, Q. Đống Đa, ",Hà Nội,(024) 35114259                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
249,Đại Lý Vân Hà,"95/2 Quang Trung, P. 8, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),(028) 39969936                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
250,Công Ty Cổ Phần DIC Energy,"13 Bis Kỳ Đồng, Phường 9, Quận 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 35261472                                ,info@dicenergy.vn                                 ,http://www.dicenergy.vn,Xi Măng - Sản Xuất và Kinh Doanh
251,Cty Cổ Phần Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng (Coxiva)-Cn Bình Định,"72 Tây Sơn, Tp. Quy Nhơn, ",Bình Định,(0256) 3846775                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
252,Công Ty Xi Măng Hà Tiên 2,"TT. Kiên Lương, H. Kiên Lương, ",Kiên Giang,(0297) 3853004                                 ,xmht2@vnn.vn                                      ,http://www.xmht2.com,Xi Măng - Sản Xuất và Kinh Doanh
253,Hà Tiên Kiên Giang - Công Ty Cổ Phần Xi Măng Hà Tiên Kiên Giang,"P. Bình An, H. Kiên Lương, ",Kiên Giang,(0297) 3854359                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
254,Công Ty Quảng Ninh-Hoàn Cầu Xi Măng Liên Doanh,"Tổ 1,P. Thống Nhất, H. Hoành Bộ, ",Quảng Ninh,(0203) 3845655                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
255,Công Ty TNHH Thương Mại & Xây Lắp Quy Nhơn,"2B Phan Chu Trinh, Tp. Quy Nhơn, ",Bình Định,(0256) 3892031                                 ,vlxlqn@vnn.vn                                     ,,Xi Măng - Sản Xuất và Kinh Doanh
256,Công Ty Holcim Việt Nam Liên Doanh Xi Măng-Nhà Máy Xi Măng Hòn Chông,"P. Bình An, H. Kiên Lương, ",Kiên Giang,(0297) 3854745                                 , ,http://www.holcim.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
257,Mai Long Phước1 - Chi Nhánh Công Ty TNHH Mai Long Phước1,"ấp 2, X. Thanh Phước, H. Tân Uyên, ",Bình Dương,(0274) 3658212                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
258,Cty Cổ Phần Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng-Cn Quảng Ngãi,"132 Quang Trung, Tp. Quảng Ngãi, ",Quảng Ngãi,(0255) 3822209                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
259,Bỉm Sơn - Công Ty Cổ Phần VLXD Bỉm Sơn,"P. Ngọc Trạo, TX. Bỉm Sơn, ",Thanh Hóa,(0237) 3770254                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
260,Nhà Máy Hà Tu Xi Măng,"Lê Thánh Tông, X. Hà Phong, Tp. Hạ Long, ",Quảng Ninh,(0203) 3835211                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
261,Chi Nhánh - Công Ty Hoàng Thạch Xi Măng,"Khu 2, P. Thị Cầu, ",Bắc Ninh,(0222) 3821392                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
262,Công Ty Nội Thương Xi Măng,"TT. Liên Sơn, H. Kim Bảng, ",Hà Nam,(0226) 3820133                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
263,Trường Đức - Công Ty Cổ Phần Trường Đức,"1234 Khu Phố 2,Kha Vạn Cân, P. Linh Trung, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 38963477                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
264,Cty Cổ Phần Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng-Cn Ninh Thuận,"30C Ngô Gia Tự, TX. Phan Rang-Tháp Chàm, ",Ninh Thuận,(0259) 3839906                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
265,Việt An - Công Ty TNHH Việt An,"54 Ngõ 8,Trung Phụng, Q. Đống Đa, ",Hà Nội,(024) 38515141                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
266,Phương Hải - Công Ty Cổ Phần Phương Hải,"Thôn Tri Thủy, X. Tri Hải, H. Ninh Hải, ",Ninh Thuận,(0259) 3873351                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
267,Chi Nhánh - Công Ty Luks Việt Nam Hữu Hạn Xi Măng,"Phòng 2906, Tầng29, Ttâm Thương Mại Sài Gòn, 37 Tôn Đức Thắng, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 39100174                                ,tangphu@lukscement.com                            ,,Xi Măng - Sản Xuất và Kinh Doanh
268,Công Ty Lafarge Liên Doanh Xi Măng,"Tầng12, Tháp Bitexco, 19-25 Nguyễn Huệ, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38212582                                ,info@vn.lafarge.com                               ,http://www.lafarge.com,Xi Măng - Sản Xuất và Kinh Doanh
269,Công Ty Cổ Phần Thạch Cao Xi Măng,"24 Hà Nội, Tp. Huế, ",Thừa Thiên Huế,(0234) 3825432                                 ,contact@thachcaoximang.com.vn                     ,http://www.thachcaoximang.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
270,Vạn Xuân - Công Ty Cổ Phần Đầu Tư Vạn Xuân,"263 Trần Đăng Ninh, P. Dịch Vọng, Q. Cầu Giấy, ",Hà Nội,(024) 37545069                                ,cduong@hn.vnn.vn                                  ,,Xi Măng - Sản Xuất và Kinh Doanh
271,Công Ty Cổ Phần Xi Măng Dầu Khí Nghệ An,"Km62, Quốc Lộ 7, X. Hội Sơn, H. Anh Sơn, ",Nghệ An,(0238) 3872131                                 ,xmdk@xinmangdaukhi.vn                             ,http://ximangdaukhi.vn,Xi Măng - Sản Xuất và Kinh Doanh
272,Công Ty Cổ Phần Vận Tải Hùng Đạt,"79 Hoàng Diệu, Tây Lộc, ",Thừa Thiên Huế,,duongpy78@gmail.com                               ,http://www.hungdatjsc.znn.vn,Xi Măng - Sản Xuất và Kinh Doanh
273,Công Ty TNHH Thiên Tự Phước,"Pâng Pung, Đinh Văn, Lâm Hà, ",Lâm Đồng,(0263) 3829653                                 ,thientuphuoc@gmail.com                            ,http://thientuphuoc.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
