name,address,city,phone,email,website,category
Công Ty TNHH Địa ốc An Tín,"Số 69, KDC Phú Hòa 1, TP. Thủ Dầu Một ",Bình Dương,01665340230                             ,Thanhphamantin@gmail.com.vn                       ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Huynchi,"B2.00.09, Tòa Nhà Sarimi, 72 Nguyễn Cơ Thạch, P. An Lợi Đông, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 73013636                                ,quyenduong@huynchi.com                            ,http://www.huynchi.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Địa Ốc EAGLEHOMES,"408 Điện Biên Phủ, P. 11, Q. 10, ",Tp. Hồ Chí Minh (TPHCM),"0877068968, 0378841694                  ",linhchi030216@gmail.com                           ,http://eaglehomes.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Quản Lý Và Khai Thác Tài Sản Bến Thành (Benthanhrealty),"455-457 Trần Hưng Đạo, P. Cầu Kho, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38789333                                ,benthanhrealty@gmail.com                          ,http://benthanhrealty.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
A Z Nhà Đất,"15B Phạm Hữu Lầu, P. Phú Mỹ, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),0945886599                              ,nguyenhuureal@gmail.com                           ,http://aznhadat.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Bất Động Sản Tân Long Land,"Chung cư vườn đào, Tây Hồ, ",Hà Nội,0981403939                              ,builuanbds@gmail.com                              ,http://blogchungcu.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Khách Sạn Altik - Công Ty TNHH Altik,"Phường An Khê, Quận Thanh Khê, ",Tp. Đà Nẵng,0916 722 292                            ,minhtuan0901166696@gmail.com                      ,http://batdongsandng.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Invert,"Số 2, KDC Phú Mỹ Hiệp, P. Tân Đông Hiệp, TX. Dĩ An, ",Bình Dương,0937091291                              ,contact@invert.vn                                 ,http://invert.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH MTV Thương Mại Và Dịch Vụ Thái Minh,"72 Hàm Nghi, P. Thạc Gián, Q. Thanh Khê, ",Tp. Đà Nẵng,0966874568                              ,thaiminhviet.dn@gmail.com                         ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Đầu Tư Golvis,"17 Trần Quốc Toản, ",Tp. Đà Nẵng,0901266199                              ,tu@datnenhoaxuan.com                              ,http://datnenhoaxuan.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Biệt Thự Vườn Thủ Đức Garden Homes,"327 Quốc lộ 13, P. Hiệp Bình Phước, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),0903664575                              ,toantranphi@gmail.com                             ,http://bietthuthuduc.weebly.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dịch Vụ Thương Mại Và Đại Lý Hàng Hải Cửa Lò - CUALO SERVICE SHIPPING AGENCY (CSSA),"Số 25, Ngõ 18, Đường Lê Hồng Phong, P. Hưng Bình, TP. Vinh, ",Nghệ An,"(0238) 3835593, 090.222.0314                   ",dung.tq62@gmail.com                               ,http://cssa.bizz.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Địa Ốc Xanh 24h,"Số 51 Đường Kinh Dương Vương, P. 12, Q.6, ",Tp. Hồ Chí Minh (TPHCM),0906294806                              ,ldttx81091@gmail.com                              ,http://diaocxanh24h.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Bất Động Sản Gia Khánh Land,"135/1/17 Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),0913756339                              ,giakhanhland.vn@gmail.com                         ,http://gkg.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH DV PT Hoàng Linh,"6A/1, Ấp 1, X. An Phú Tây, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),0918180979                              ,huynh.hoang1090@gmail.com                         ,http://muadatmyphuoc.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần TM & DV Bất Động Sản Phúc Long,"1270A Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, ",Tp. Hồ Chí Minh (TPHCM),"(028) 37853836, 0903383822                    ",info@phuclongreal.com                             ,http://phuclongreal.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH DV Xuân Nam,"1586 Đường 30/4, P. 12, TP. Vũng Tàu, ",Bà Rịa-Vũng Tàu,(0254) 3807380                                 ,phuongphapm1@gmail.com                            ,http://thuexetulaivungtau.blogspot.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Tư Vấn Pháp Lý Đầu Tư BĐS Lê Phong,"405 C/C Thạch Mỹ Lợi, P. Thạch Mỹ Lợi, Q.2, ",Tp. Hồ Chí Minh (TPHCM),0919559116                              ,hoaiphongtb@yahoo.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Xemnha Việt Nam,"90 Trần Thái Tông, P. Dịch Vọng Hậu, Q. Cầu Giấy, ",Hà Nội,0982631582                              ,info.xemnha@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH MTV TM BĐS Kim Cương,"411 Trần Hưng Đạo, ",Tp. Đà Nẵng,0905606910                              ,diamondlandgroup9@gmail.com                       ,http://diamondlandgroup.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Khương Thuận Land,"14 Phan Phù Tiên, Nha Trang, ",Khánh Hòa,0934717986                              ,nguyenkhuongthuan@gmail.com                       ,http://khuongthuanland.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Đô Thị Celadon City, ,Tp. Hồ Chí Minh (TPHCM),0902521557                              ,dothiceladoncity@gmail.com                        ,http://dothiceladoncity.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Gia Tài,"KĐT. Mỹ Phước 3, H. Bến Cát, ",Bình Dương,0911808777                              ,thanhthuy03012001@gmail.com                       ,http://datmyphuoc3giare.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Vinhomes Smart City Tây Mỗ,"Tây Mỗ, Nam Từ Liêm, ",Hà Nội,0978678378                              ,quang15lt@gmail.com                               ,http://vincitysdaimo.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dự Án Nhà,"429 Liên Phường, P. Phước Long B, Q. 9, ",Tp. Hồ Chí Minh (TPHCM),38367750                                ,nhaduankhangdien@gmail.com                        ,http://nhaduankhangdien.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Hưng An Điền,"Số 11 Hồ Xuân Hương, P. 6, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 71009123                                ,aiocitybinhtan@gmail.com                          ,http://aiocity-binhtan.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản HUD,"60 Nguyễn Đức Cảnh, Hoàng Mai, ",Hà Nội,0985914686                              ,tuyenco1011@gmail.com			                          ,http://batdongsanhud.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty TM DV Môi giới BĐS Duy Linh,"286/1 Nguyễn Văn Công, Phường 3, Quận Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),0985892466                              ,moigioibdsduylinh@gmail.com                       ,http://moigioibdshcm.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Tập Đoàn Địa Ốc Kim Oanh,"Đường Cộng Hòa, P. 13, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),"(028) 73016678, 0868 222 191 - 093 7373 345   ",cskhkimoanh@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Xuân Trường Gia,"661 Nguyễn Hữu Thọ, P. Tân Phong, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),(028) 62989145                                ,xuantruonggia@gmail.com                           ,http://ngheban.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Tư Vấn BĐS Hưng Thống,"80 Quang Trung, Lộc Thọ, Nha Trang, ",Khánh Hòa,0919085595                              ,hungthongcongty@gmail.com                         ,http://nhatranghomes.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Việt Hưng Phát,"408 Trường Chinh, P. 13, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0931689123                              ,tranmanhbds1@gmail.com	                           ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Quảng Ninh Villasgo,"B134, Đường Hạ Long, Bãi Cháy, Tp. Hạ Long, ",Quảng Ninh,0976799138                              ,villasgo.com@gmail.com                            ,http://villasgo.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty BĐS Bến Thành Real,"27 Trường Chinh, P. Tân Thới Nhất, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),0933403759                              ,benthanhreal.com@gmail.com                        ,http://www.benthanhreal.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Trung Tâm Nhà Đất Thủ Đức,"Số 50 Đường Hiệp Bình, Phường Hiệp Bình Phước, Quận Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),"0909 246 896, 0909 246 897              ",nhadatthuducvn@gmail.com                          ,http://nhadatthuduc.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Phát Triển Thương Mại Sài Gòn House,,Tp. Hồ Chí Minh (TPHCM),0916542598                              ,info@saigonhouseforrent.com                       ,http://saigonhouseforrent.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Đầu Tư Thương Mại Dịch Vụ Bất Động Sản Liên Minh Toàn Cầu,"Số 218 Đội Cấn, P. Liễu Giai, Q. Ba Đình, ",Hà Nội,(024) 36490528                                ,huongptb.bsc@gmail.com                            ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Và Phát Triển Nhà Sài Gòn,"95 Trần Trọng Cung, KDC Nam Long, P. Tân Thuận Đông, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),(028) 37738139                                ,info@saigonhouse.vn                               ,http://saigonhouse.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH DASUN,"Số 75 Lê Ngân, P. Khuê Trung, Q. Cẩm Lệ, ",Tp. Đà Nẵng,(0236) 6262626                                 ,contact@dasun.vn                                  ,http://www.dasun.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Địa ốc Lâm Thuận Hưng,"148 Lê Lợi, Hòa Phú, TP.Thủ Dầu Một, ",Bình Dương,(0274) 2221009                                 ,nlongnt@gmail.com                                 ,http://diaoclamthuanhung.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty Cổ Phần Bất Động Sản Green Pearl 378 Minh Khai,"378 Minh Khai, ",Hà Nội,0974324715                              ,quang15lt@gmail.com                               ,http://chungcugreenpearl.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Bất Động Sản Thế Kỷ - Sàn Bất Động Sản STDA,"21 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân, ",Hà Nội,66638836                                ,ngodiemvinawi@gmail.com                           ,http://batdongsanvip24h.blogspot.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Địa ốc Việt Mỹ,"54 Phan Đăng Lưu, P. 5, Q. Phú Nhuận, ",Tp. Hồ Chí Minh (TPHCM),(028) 39956125                                ,info@diaoc.com                                    ,http://www.diaoc.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Hưng Thịnh,"45 Hoàng Việt, Phường 4, Quận Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0986518189                              ,ngahn83@gmail.com                                 ,http://batdongsansaigon.online/,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Vicapital,"Tầng 2, Số 164, Tòa Nhà Licogi, Khuất Duy Tiến, ",Hà Nội,0966746784                              ,vulyqm2312@gmail.com                              ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP TK XD & BĐS Danh Tiếng,"Tổ 18, ấp Bến Sắn, Xã Phước Thiền, Huyện Nhơn Trạch, ",Đồng Nai,0914297901                              ,hoanghien85qn@gmail.com                           ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Dịch Vụ Bất Động Sản Asia Properties (á Châu),"R2-L2-03A Khu TTTM Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Q. Thanh Xuân ",Hà Nội,0943183377                              ,info@asiaproperties.vn                            ,http://www.asiaproperties.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Cho thuê Chung cư Đất Việt,"125 Trung Kính, P. Yên Hòa, Q. Cầu Giấy, ",Hà Nội,0974743122                              ,28121990fg@gmail.com                              ,http://chothuechungcudatviet.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Địa ốc New World Land,"Lầu 4, Ròa nhà Thanh Niên, Số 345/134 Trần Hưng Đạo, P. Cầu Kho, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),0917339000                              ,phongnhansu.newworldland@gmail.com                ,http://newworldland.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP TMDV Và Đầu Tư NHABATDONGSAN.COM,"Số 10 - N6 Mega Ruby Khang Điền, Đường Võ Chí Công, KP. 2, Phú Hữu, Q. 9, ",Tp. Hồ Chí Minh (TPHCM),(028) 62745696                                ,hotro@nhabatdongsan.com                           ,http://nhabatdongsan.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Hưng Thịnh,"45 Hoàng Việt, Phường 4, Quận Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0986518189                              ,ngahn83@gmail.com                                 ,http://batdongsansaigon.online/,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Hải Long Land,"Tầng 8, Tòa Nhà MD Complex, Mỹ Đình II, Nam Từ Liêm, ",Hà Nội,0888399993                              ,tiencuongbk93@gmail.com                           ,http://hailongland.vn/thegardenhill,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Đào Gia Phát,"21 Hoàng Diệu, Lầu 5, P. 12, Q. 4, ",Tp. Hồ Chí Minh (TPHCM),(028) 837734995                               ,welcome@daogiaphat.com                            ,http://daogiaphat.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Tư Vấn Và Đầu Tư Đất Vàng Kinh Đô,"209 Trung Kính, Yên Hòa, Cầu Giấy, ",Hà Nội,0979367715                              ,thecongajc@gmail.com                              ,http://datvangkinhdo.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Địa ốc Thắng Lợi,"337 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân, ",Hồ Chí Minh (TP. HCM),(08) 35366969                                , ,http://www.diaocthangloi.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH A.S.S.I,"14 Trần Thái Tông, P. 15, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 6295 8292                               ,assivietnam@gmail.com                             ,http://www.assivietnam.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Bất Động Sản Khải Hoàn Land,"R4- 93 Đường Hưng Gia 4, KĐT Phú Mỹ Hưng, P. Tân Phong, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),(028) 54110088                                , ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty HomeLand SG,"Số 163A Trường Chinh, P. Tân Thới Nhất, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),0911808788                              ,ads.homelandsg@gmail.com                          ,http://homelandsg.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Biệt Thự Vườn Thủ Đức Garden Homes,"327 Quốc lộ 13, P. Hiệp Bình Phước, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),0903664575                              ,toantranphi@gmail.com                             ,http://bietthuthuduc.weebly.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Đô Thị Celadon City, ,Tp. Hồ Chí Minh (TPHCM),0902521557                              ,dothiceladoncity@gmail.com                        ,http://dothiceladoncity.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Vitaland,"Số 28 Trần Bình, P. Mỹ Đình, Q. Từ Liêm, ",Hà Nội,0936201858                              ,vitalandvietnam@gmail.com                         ,http://vitaland.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dịch Vụ Bất Động Sản An Phước Hưng,"14/20 Nhất Tri Mai, P. 13, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0902989591                              ,thanhdung@anphuochung.com.vn                      ,http://www.anphuochung.com.vn/,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH ADPRO Việt Nam,"41/1, P. Trung Mỹ Tây, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 37157472                                ,sale01.cungcaunhadat@gmail.com                    ,http://cungcaunhadat.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Trần Anh,"871 Âu Cơ, P.12, Q.Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0965859793                              ,trananhcompany871@gmail.com                       ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Thương Mại - Tư Vấn - Dịch Vụ Bất Động Sản Phố Khang,"31 Nguyễn Hồng Đào, P. 14, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 39492395                                ,hai_1403@yahoo.com                                ,http://www.diaocphokhang.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Tư Vấn Môi Giới Bất Động Sản Hoàng Thịnh,"238 Nguyễn Văn Luông, P. 11, Q. 6, ",Tp. Hồ Chí Minh (TPHCM),0906463368                              ,ngophuthinh@yahoo.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
CK Group - Công Ty CP Đầu Tư và Phát Triển CK Group,"Park 7 - 44 - 12A, Số 208 Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 22618877                                ,bdsckgroup@gmail.com                              ,http://bdsckgroup.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH 2 Xây Nhà,"Tân Uyên, Thuận An, ",Bình Dương,(0283) 9613711                                 ,keswickvi@gmail.com                               ,http://2xaynha.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Đầu Tư BĐS Salehomes,"Số 127 Ni Sư Huỳnh Liên, Q. Tân Bình ",Tp. Hồ Chí Minh (TPHCM),0919015476                              ,salehomes.vn@gmail.com                            ,http://salehomes.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Địa ốc Phú Tài,"275 Nguyễn Trãi, Q. Thanh Xuân, ",Hà Nội,0982958838                              ,haottx@phutailand.vn                              ,http://bdsmienbac.info,Bất Động Sản - Dịch Vụ Bất Động Sản
Thanh Yến Land,"57 Đường 3/2, P. 11, Q. 10, ",Tp. Hồ Chí Minh (TPHCM),(028) 0937185919                              ,thynhiem92@gmail.com                              ,http://www.facebook.com/profile.php?id=100009530703110,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Dịch Vụ Logistics Dầu Khí Việt Nam,"Tầng 2, 1-5 Đường Lê Duẩn, Toà Nhà PetroVietnam, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 39104466                                ,psl@petrosetco.com.vn                             ,http://www.petrosetco.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Đầu Tư & Phát Triển Quỹ Đất Silverland,"Tòa nhà Kova Center 92G, Phố Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 66505105                                ,hothimyle235@gmail.com                            ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Dịch Vụ Và Đầu Tư Tân Trang,"Số 383B, Đường Nguyễn Trãi, P. Võ Cường, TP. Bắc Ninh, ",Bắc Ninh,0818988688                              ,tantrangjsc99@gmail.com                           ,http://bdstantrang.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Pindex Việt Nam,"3C Tôn Đức Thắng, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),0946086033                              ,pindexvietnam@gmail.com                           ,http://pindex.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Sun Well,"231-233 Lê Thánh Tôn, Bến Thành, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),0911338666                              ,congtysunwell@gmail.com                           ,http://goinhadat.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Vis Estate,"17.06, Chung Cư H3, Số 384 Hoàng Diệu, P. 6, Q. 4, ",Tp. Hồ Chí Minh (TPHCM),19002004                                ,gratia.g@vis.estate                               ,http://vis.estate,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Phát Triển Và Phân Phối Bất Động Sản Saigon Land,"39 Đường Số 19, KDC Phong Phú 4 , Xã Phong Phú , Huyện Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),0903865870                              ,batdongsanphongphu4@gmail.com                     ,http://datnenkhangdien.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Tổ Hợp Giải Trí Và Du Lịch Cocobay Đà Nẵng,"Tầng 4, Tòa Nhà HH2, Đường Dương Đình Nghệ, Cầu Giấy, ",Hà Nội,0988696624                              ,cocobayf1.com                                     ,http://xuantruongpa@gmail.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH CBRE (Việt Nam),"Phòng 1201, Tầng12, Tòa Nhà Mê Linh Point, 2 Ngô Đức Kế, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38246125                                ,vietnam@cbre.com                                  ,http://www.cbrevietnam.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Tư Vấn Đầu Tư Địa ốc Bất Động Sản Năng Động,"86 Trần Phú, TP Nha Trang, ",Khánh Hòa,0935364984                              ,bdsnangdong@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Dịch Vụ Bất Động Sản Tiên Phong,"Phòng 608, tòa 17T4 Trung Hòa - Nhân Chính, P. Nhân Chính, Q. Thanh Xuân, ",Hà Nội,0942036833                              ,huuhoi83@gmail.com                                ,http://tienphongland.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty The Matrix One,"Ngã tư Lê Quang Đạo - Mễ Trì, P. Mễ Trì, Q. Nam Từ Liêm, ",Hà Nội,0388964183                              ,thematrixone.mik@gmail.com                        ,http://thematrixonemetri.org,Bất Động Sản - Dịch Vụ Bất Động Sản
Tổng Công Ty Phát Triển Nhà & Đô Thị,"21 Kim Đồng, P. Giáp Bát, Q. Hoàng Mai, ",Hà Nội,(024) 38647174                                ,hud@hn.vnn.vn                                     ,http://www.hud.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Âu Nam,"Số 162 Nguyễn Hữu Thọ, P. Hòa Thuận Tây, Q. Hải Châu, ",Tp. Đà Nẵng,(08) 88999819                           ,aunamjsc@gmail.com                                ,http://aunam.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Xây Dựng Địa ốc Đất Nam,"476 Tên Lửa, Phường Bình Trị Đông B, Bình Tân, HCM ",Tp. Hồ Chí Minh (TPHCM),936555647                               ,vandinhgiangsg@gmail.com                          ,http://datnenbinhchanh.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Lê Công Thanh,"456/11/5 Trần Phú, ",Bà Rịa-Vũng Tàu,0902581902                              ,lithanh2007@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty Cổ phần Dịch Vụ Bất Động Sản LANDTA,"176 Quan Nhân, Thanh Xuân, ",Hà Nội,0888122212                              ,landta@gmail.com                                  ,http://landta.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Pha Lê Việt Nam,"17 Tô Ngọc Vân, Q. Tây Hồ, ",Hà Nội,(024) 37194374                                ,imagegroupvn@gmail.com                            ,http://hanoihousing.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH MTV Bất Động Sản Nam Kỳ Land,"176 Ngô Thì Nhậm, P. An Khánh, Q. Ninh Kiều, ",TP. Cần Thơ,0939666635                              ,Namkyland@gmail.com                               ,http://nhadatcantho.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP DV Quản Lý Nhà Chung Cư Bee Home,"72 Đường Số 17, P. 11, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),0963252727                              ,anle@bee-home.com.vn                              ,http://bee-home.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Bán Đất Bình Dương Giá Rẻ,"Thủ Dầu Một, ",Bình Dương,0978787009                              ,vandung8210@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Liên Minh Nhà Đất,"Số 275, đường Nguyễn Trãi, Q. Thanh Xuân, ",Hà Nội,0976799138                              ,quangkhaiblogger@gmail.com                        ,http://www.ecogreen-city.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Địa Ốc Trung Nam,"50 Nguyễn Chí Thanh, Thạch Thang, Hải Châu, ",Tp. Đà Nẵng,0905222215                              ,trungnamland01@gmail.com                          ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Bất Động Sản Newlife Land,"Số 9, Ngõ 20, Đường Mỹ Đình, P. Mỹ Đình 2, Q. Nam Từ Liêm, ",Hà Nội,0966131696                              , ,http://smartcity.net.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Hiland Việt Nam,"Số 2/176 Đường Bờ Sông, Phố Nguyễn Đình Hoàn, P. Nghĩa Đô, Q. Cầu Giấy, ",Hà Nội,0972155533                              ,info@hilandvietnam.com                            ,http://hilandvietnam.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH TM - DV Phú Phan,"Số 73, Đường 65, Khu Tân Quy Đông, Phường Tân Long, Quận 7, ",Tp. Hồ Chí Minh (TPHCM),(028) 37718639                                ,info@baomocolongtea.com                           ,http://baomocolongtea.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty TNHH Địa ốc Song Anh,"Đường NA2, Lô 5A21, KCN Mỹ Phước 4, Phường Thới Hòa, Thị Xã Bến Cát, ",Bình Dương,0908790135                              ,diaocsonganh@gmail.com                            ,http://diaocsonganh.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Dịch Vụ Bất Động Sản Minh Khang Gia,"225 Hai Bà Trưng, P. 6, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 38204569                                ,info@minhkhanggia.com                             ,http://minhkhanggia.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Sơn Kim - Công Ty TNHH Đầu Tư & Phát Triển Sơn Kim,"53 Nguyễn Đình Chiểu, P. 6, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 38231564                                ,sonkim@hcm.fpt.vn                                 ,,Bất Động Sản - Dịch Vụ Bất Động Sản
